time,mouse_x,mouse_y
1712567307.341,631,1029
1712567308.343,631,1029
1712567309.360,631,1029
1712567310.362,631,1029
1712567311.380,631,1029
1712567312.404,631,1029
1712567313.415,631,1029
1712567314.433,631,1029
1712567315.437,631,1029
1712567316.448,631,1029
1712567317.450,631,1029
1712567318.464,631,1029
1712567319.466,631,1029
1712567320.468,631,1029
1712567321.478,631,1029
1712567322.480,631,1029
1712567323.495,631,1029
1712567324.500,631,1029
1712567325.503,631,1029
1712567326.520,631,1029
1712567327.527,631,1029
1712567328.529,631,1029
1712567329.539,631,1029
1712567330.541,631,1029
1712567331.543,631,1029
1712567332.547,631,1029
1712567333.565,631,1029
1712567334.580,631,1029
1712567335.582,631,1029
1712567336.584,631,1029
1712567337.586,631,1029
1712567338.591,631,1029
1712567339.609,631,1029
1712567340.612,631,1029
1712567341.629,631,1029
1712567342.632,631,1029
1712567343.655,631,1029
1712567344.666,631,1029
1712567345.685,631,1029
1712567346.687,631,1029
1712567347.705,631,1029
1712567348.707,631,1029
1712567349.710,631,1029
1712567350.727,631,1029
1712567351.745,631,1029
1712567352.747,631,1029
1712567353.749,631,1029
1712567354.751,631,1029
1712567355.770,631,1029
1712567356.784,631,1029
1712567357.790,631,1029
1712567358.792,631,1029
1712567359.810,631,1029
1712567360.827,631,1029
1712567361.831,631,1029
1712567362.847,631,1029
1712567363.850,631,1029
1712567364.867,631,1029
1712567365.885,631,1029
1712567366.887,631,1029
1712567367.907,631,1029
1712567368.909,631,1029
1712567369.924,631,1029
1712567370.939,631,1029
1712567371.945,631,1029
1712567372.963,631,1029
1712567373.981,631,1029
1712567374.983,631,1029
1712567375.985,631,1029
1712567377.006,631,1029
1712567378.008,631,1029
1712567379.010,631,1029
1712567380.012,631,1029
1712567381.013,631,1029
1712567382.015,631,1029
1712567383.017,631,1029
1712567384.020,631,1029
1712567385.036,631,1029
1712567386.038,631,1029
1712567387.039,631,1029
1712567388.041,631,1029
1712567389.050,631,1029
1712567390.052,631,1029
1712567391.054,631,1029
1712567392.061,631,1029
1712567393.079,631,1029
1712567394.081,631,1029
1712567395.085,631,1029
1712567396.101,631,1029
1712567397.104,631,1029
1712567398.106,631,1029
1712567399.122,631,1029
1712567400.137,631,1029
1712567401.139,631,1029
1712567402.141,631,1029
1712567403.143,631,1029
1712567404.147,631,1029
1712567405.154,631,1029
1712567406.168,631,1029
1712567407.188,631,1029
1712567408.207,631,1029
1712567409.208,631,1029
1712567410.222,631,1029
1712567411.226,631,1029
1712567412.228,631,1029
1712567413.246,631,1029
1712567414.267,631,1029
1712567415.269,631,1029
1712567416.288,631,1029
1712567417.289,631,1029
1712567418.291,631,1029
1712567419.306,631,1029
1712567420.308,631,1029
1712567421.310,631,1029
1712567422.312,631,1029
1712567423.314,631,1029
1712567424.327,631,1029
1712567425.332,631,1029
1712567426.351,631,1029
1712567427.370,631,1029
1712567428.388,631,1029
1712567429.406,631,1029
1712567430.424,631,1029
1712567431.445,631,1029
1712567432.447,631,1029
1712567433.449,631,1029
1712567434.464,631,1029
1712567435.482,631,1029
1712567436.500,631,1029
1712567437.502,631,1029
1712567438.519,631,1029
1712567439.523,631,1029
1712567440.546,631,1029
1712567441.565,631,1029
1712567442.567,631,1029
1712567443.580,631,1029
1712567444.583,631,1029
1712567445.600,631,1029
1712567446.617,631,1029
1712567447.626,631,1029
1712567448.634,631,1029
1712567449.640,631,1029
1712567450.643,631,1029
1712567451.645,631,1029
1712567452.647,631,1029
1712567453.649,631,1029
1712567454.651,631,1029
1712567455.667,631,1029
1712567456.669,631,1029
1712567457.682,631,1029
1712567458.687,631,1029
1712567459.691,631,1029
1712567460.714,631,1029
1712567461.727,631,1029
1712567462.729,631,1029
1712567463.747,631,1029
1712567464.749,631,1029
1712567465.768,631,1029
1712567466.782,631,1029
1712567467.787,631,1029
1712567468.805,631,1029
1712567469.807,631,1029
1712567470.809,631,1029
1712567471.820,631,1029
1712567472.822,631,1029
1712567473.826,631,1029
1712567474.832,631,1029
1712567475.848,631,1029
1712567476.867,631,1029
1712567477.882,631,1029
1712567478.884,631,1029
1712567479.885,631,1029
1712567480.887,631,1029
1712567481.889,631,1029
1712567482.891,631,1029
1712567483.895,631,1029
1712567484.913,631,1029
1712567485.928,631,1029
1712567486.936,631,1029
1712567487.953,631,1029
1712567488.968,631,1029
1712567489.971,631,1029
1712567490.988,631,1029
1712567491.990,631,1029
1712567492.993,631,1029
1712567493.994,631,1029
1712567495.007,631,1029
1712567496.009,631,1029
1712567497.011,631,1029
1712567498.020,631,1029
1712567499.038,631,1029
1712567500.063,631,1029
1712567501.065,631,1029
1712567502.066,631,1029
1712567503.080,631,1029
1712567504.100,631,1029
1712567505.102,631,1029
1712567506.117,631,1029
1712567507.135,631,1029
1712567508.137,631,1029
1712567509.150,631,1029
1712567510.152,631,1029
1712567511.154,631,1029
1712567512.156,631,1029
1712567513.160,631,1029
1712567514.181,631,1029
1712567515.197,631,1029
1712567516.214,631,1029
1712567517.215,631,1029
1712567518.217,631,1029
1712567519.219,631,1029
1712567520.242,631,1029
1712567521.248,631,1029
1712567522.259,631,1029
1712567523.279,631,1029
1712567524.298,631,1029
1712567525.300,631,1029
1712567526.303,631,1029
1712567527.305,631,1029
1712567528.320,631,1029
1712567529.322,631,1029
1712567530.338,631,1029
1712567531.357,631,1029
1712567532.359,631,1029
1712567533.362,631,1029
1712567534.364,631,1029
1712567535.382,631,1029
1712567536.384,631,1029
1712567537.386,631,1029
1712567538.388,631,1029
1712567539.406,631,1029
1712567540.422,631,1029
1712567541.442,631,1029
1712567542.444,631,1029
1712567543.462,631,1029
1712567544.480,631,1029
1712567545.482,631,1029
1712567546.495,631,1029
1712567547.497,631,1029
1712567548.499,631,1029
1712567549.505,631,1029
1712567550.507,631,1029
1712567551.520,631,1029
1712567552.521,631,1029
1712567553.526,631,1029
1712567554.528,631,1029
1712567555.544,631,1029
1712567556.546,631,1029
1712567557.548,631,1029
1712567558.550,631,1029
1712567559.552,631,1029
1712567560.557,631,1029
1712567561.574,631,1029
1712567562.593,631,1029
1712567563.596,631,1029
1712567564.613,631,1029
1712567565.631,631,1029
1712567566.634,631,1029
1712567567.636,631,1029
1712567568.653,631,1029
1712567569.655,631,1029
1712567570.657,631,1029
1712567571.670,631,1029
1712567572.678,631,1029
1712567573.694,631,1029
1712567574.711,631,1029
1712567575.732,631,1029
1712567576.745,631,1029
1712567577.747,631,1029
1712567578.751,631,1029
1712567579.771,631,1029
1712567580.772,631,1029
1712567581.775,631,1029
1712567582.788,631,1029
1712567583.789,631,1029
1712567584.791,631,1029
1712567585.796,631,1029
1712567586.816,631,1029
1712567587.836,631,1029
1712567588.837,631,1029
1712567589.853,631,1029
1712567590.871,631,1029
1712567591.889,631,1029
1712567592.904,631,1029
1712567593.908,631,1029
1712567594.910,631,1029
1712567595.912,631,1029
1712567596.931,631,1029
1712567597.949,631,1029
1712567598.951,631,1029
1712567599.954,631,1029
1712567600.971,631,1029
1712567601.985,631,1029
1712567602.991,631,1029
1712567603.995,631,1029
1712567604.998,631,1029
1712567605.999,631,1029
1712567607.016,631,1029
1712567608.034,631,1029
1712567609.037,631,1029
1712567610.054,631,1029
1712567611.057,631,1029
1712567612.076,631,1029
1712567613.086,631,1029
1712567614.088,631,1029
1712567615.090,631,1029
1712567616.103,631,1029
1712567617.118,631,1029
1712567618.134,631,1029
1712567619.153,631,1029
1712567620.155,631,1029
1712567621.172,631,1029
1712567622.189,631,1029
1712567623.191,631,1029
1712567624.194,631,1029
1712567625.212,631,1029
1712567626.214,631,1029
1712567627.232,631,1029
1712567628.235,631,1029
1712567629.252,631,1029
1712567630.273,631,1029
1712567631.289,631,1029
1712567632.291,631,1029
1712567633.307,631,1029
1712567634.309,631,1029
1712567635.312,631,1029
1712567636.335,631,1029
1712567637.349,631,1029
1712567638.352,631,1029
1712567639.354,631,1029
1712567640.356,631,1029
1712567641.369,631,1029
1712567642.375,631,1029
1712567643.393,631,1029
1712567644.411,631,1029
1712567645.413,631,1029
1712567646.432,631,1029
1712567647.448,631,1029
1712567648.466,631,1029
1712567649.487,631,1029
1712567650.499,631,1029
1712567651.501,631,1029
1712567652.503,631,1029
1712567653.508,631,1029
1712567654.511,631,1029
1712567655.529,631,1029
1712567656.546,631,1029
1712567657.564,631,1029
1712567658.585,631,1029
1712567659.602,631,1029
1712567660.604,631,1029
1712567661.606,631,1029
1712567662.622,631,1029
1712567663.627,631,1029
1712567664.642,631,1029
1712567665.662,631,1029
1712567666.664,631,1029
1712567667.666,631,1029
1712567668.686,631,1029
1712567669.703,631,1029
1712567670.706,631,1029
1712567671.707,631,1029
1712567672.709,631,1029
1712567673.724,631,1029
1712567674.745,631,1029
1712567675.764,631,1029
1712567676.766,593,1026
1712567677.768,501,655
1712567678.782,266,851
1712567679.803,215,661
1712567680.812,383,329
1712567681.820,273,771
1712567682.822,418,749
1712567683.830,719,559
1712567684.832,719,559
1712567685.837,719,559
1712567686.840,719,559
1712567687.842,719,559
1712567688.844,719,559
1712567689.846,1717,78
1712567690.851,1015,503
1712567691.853,912,728
1712567692.854,912,728
1712567693.856,912,728
1712567694.858,912,728
1712567695.860,912,728
1712567696.875,912,728
1712567697.877,912,728
1712567698.880,912,728
1712567699.882,912,728
1712567700.884,912,728
1712567701.899,912,728
1712567702.901,912,728
1712567703.903,912,728
1712567704.905,912,728
1712567705.907,912,728
1712567706.909,912,728
1712567707.911,912,728
1712567708.913,912,728
1712567709.915,912,728
1712567710.917,912,728
1712567711.928,912,728
1712567712.934,912,728
1712567713.936,912,728
1712567714.938,912,728
1712567715.940,912,728
1712567716.942,912,728
1712567717.944,912,728
1712567718.947,912,728
1712567719.948,912,728
1712567720.951,912,728
1712567721.963,912,728
1712567722.967,912,728
1712567723.969,912,728
1712567724.971,912,728
1712567725.973,912,728
1712567726.975,912,728
1712567727.978,912,728
1712567728.980,912,728
1712567729.982,912,728
1712567730.984,912,728
1712567731.998,912,728
1712567733.000,912,728
1712567734.002,912,728
1712567735.005,912,728
1712567736.006,912,728
1712567737.008,912,728
1712567738.010,912,728
1712567739.014,912,728
1712567740.028,912,728
1712567741.031,912,728
1712567742.033,912,728
1712567743.035,912,728
1712567744.037,912,728
1712567745.039,912,728
1712567746.041,912,728
1712567747.043,912,728
1712567748.045,912,728
1712567749.047,912,728
1712567750.060,912,728
1712567751.063,912,728
1712567752.065,912,728
1712567753.068,912,728
1712567754.073,912,728
1712567755.077,912,728
1712567756.087,912,728
1712567757.089,912,728
1712567758.092,912,728
1712567759.094,912,728
1712567760.096,912,728
1712567761.099,912,728
1712567762.101,912,728
1712567763.103,912,728
1712567764.105,912,728
1712567765.107,912,728
1712567766.124,912,728
1712567767.126,912,728
1712567768.128,912,728
1712567769.130,912,728
1712567770.144,912,728
1712567771.147,912,728
1712567772.149,912,728
1712567773.151,912,728
1712567774.153,912,728
1712567775.155,912,728
1712567776.157,912,728
1712567777.159,912,728
1712567778.161,912,728
1712567779.163,912,728
1712567780.165,912,728
1712567781.166,912,728
1712567782.178,912,728
1712567783.180,912,728
1712567784.183,912,728
1712567785.186,912,728
1712567786.188,912,728
1712567787.192,912,728
1712567788.196,912,728
1712567789.208,912,728
1712567790.210,912,728
1712567791.212,912,728
1712567792.215,912,728
1712567793.217,912,728
1712567794.219,912,728
1712567795.221,912,728
1712567796.223,912,728
1712567797.225,912,728
1712567798.227,912,728
1712567799.229,912,728
1712567800.242,912,728
1712567801.245,912,728
1712567802.248,912,728
1712567803.250,912,728
1712567804.252,912,728
1712567805.254,912,728
1712567806.256,912,728
1712567807.258,912,728
1712567808.260,912,728
1712567809.262,912,728
1712567810.264,912,728
1712567811.266,912,728
1712567812.277,253,0
1712567813.298,325,25
1712567814.300,262,17
1712567815.302,262,17
1712567816.304,226,15
1712567817.306,739,330
1712567818.309,1075,0
1712567819.311,1075,0
1712567820.313,1075,0
1712567821.319,1075,0
1712567822.329,1075,0
1712567823.333,1075,0
1712567824.335,1075,0
1712567825.337,1075,0
1712567826.339,1075,0
1712567827.341,1075,0
1712567828.343,1075,0
1712567829.345,1075,0
1712567830.360,1075,0
1712567831.362,1075,0
1712567832.364,1075,0
1712567833.366,1075,0
1712567834.373,1075,0
1712567835.376,1075,0
1712567836.385,1075,0
1712567837.388,1075,0
1712567838.390,1075,0
1712567839.397,1075,0
1712567840.408,1075,0
1712567841.411,1075,0
1712567842.413,1075,0
1712567843.416,1075,0
1712567844.418,1075,0
1712567845.420,1075,0
1712567846.422,1075,0
1712567847.425,1075,0
1712567848.427,1075,0
1712567849.443,1075,0
1712567850.446,1075,0
1712567851.448,1075,0
1712567852.450,1075,0
1712567853.452,1075,0
1712567854.454,1075,0
1712567855.467,1075,0
1712567856.470,1075,0
1712567857.472,1075,0
1712567858.475,1075,0
1712567859.477,1075,0
1712567860.479,1075,0
1712567861.481,1075,0
1712567862.483,1075,0
1712567863.485,1075,0
1712567864.487,1075,0
1712567865.501,1075,0
1712567866.503,1075,0
1712567867.506,1075,0
1712567868.508,1075,0
1712567869.510,1075,0
1712567870.512,1075,0
1712567871.514,1075,0
1712567872.516,1075,0
1712567873.518,1075,0
1712567874.520,1075,0
1712567875.534,1075,0
1712567876.538,1075,0
1712567877.540,1075,0
1712567878.542,1075,0
1712567879.544,1075,0
1712567880.546,1075,0
1712567881.548,1075,0
1712567882.550,1075,0
1712567883.565,1075,0
1712567884.567,1075,0
1712567885.570,1075,0
1712567886.572,1075,0
1712567887.574,1075,0
1712567888.576,1075,0
1712567889.578,1075,0
1712567890.592,1075,0
1712567891.594,1075,0
1712567892.597,1075,0
1712567893.599,1075,0
1712567894.601,1075,0
1712567895.604,1075,0
1712567896.606,1075,0
1712567897.608,1075,0
1712567898.609,1075,0
1712567899.611,1075,0
1712567900.625,1075,0
1712567901.627,1075,0
1712567902.629,1075,0
1712567903.631,1075,0
1712567904.633,1075,0
1712567905.636,1075,0
1712567906.638,1075,0
1712567907.640,1075,0
1712567908.642,1075,0
1712567909.644,1075,0
1712567910.646,1075,0
1712567911.659,1075,0
1712567912.670,1075,0
1712567913.676,1075,0
1712567914.688,1075,0
1712567915.697,1075,0
1712567916.700,1075,0
1712567917.703,1075,0
1712567918.705,1075,0
1712567919.707,1075,0
1712567920.710,1075,0
1712567921.712,1075,0
1712567922.714,1075,0
1712567923.716,1075,0
1712567924.718,1075,0
1712567925.720,1075,0
1712567926.722,1075,0
1712567927.736,1075,0
1712567928.738,1075,0
1712567929.746,1075,0
1712567930.757,1075,0
1712567931.760,1075,0
1712567932.763,1075,0
1712567933.765,1075,0
1712567934.768,1075,0
1712567935.770,1075,0
1712567936.772,1075,0
1712567937.787,1075,0
1712567938.789,1075,0
1712567939.791,1075,0
1712567940.793,1075,0
1712567941.795,1075,0
1712567942.798,1075,0
1712567943.800,1075,0
1712567944.802,1075,0
1712567945.804,1075,0
1712567946.817,1075,0
1712567947.821,1075,0
1712567948.823,1075,0
1712567949.825,1075,0
1712567950.827,1075,0
1712567951.829,1075,0
1712567952.832,1075,0
1712567953.850,1075,0
1712567954.852,1075,0
1712567955.854,1075,0
1712567956.865,1075,0
1712567957.868,1075,0
1712567958.870,1075,0
1712567959.873,1075,0
1712567960.875,1075,0
1712567961.877,1075,0
1712567962.879,1890,49
1712567963.884,1760,221
1712567964.895,1760,221
1712567965.898,1452,489
1712567966.900,1459,475
1712567967.903,1382,606
1712567968.906,1417,573
1712567969.907,1837,180
1712567970.909,1713,347
1712567971.912,1239,394
1712567972.913,1156,397
1712567973.915,1178,362
1712567974.918,1241,360
1712567975.920,1410,377
1712567976.932,1410,377
1712567977.937,1410,377
1712567978.939,1410,377
1712567979.941,1410,377
1712567980.943,1410,377
1712567981.946,1410,377
1712567982.947,1410,377
1712567983.949,1410,377
1712567984.951,1410,377
1712567985.953,1196,624
1712567986.955,1011,565
1712567987.957,1003,541
1712567988.974,1003,541
1712567989.979,1003,541
1712567990.999,1247,619
1712567992.006,1281,456
1712567993.016,1391,450
1712567994.036,1037,488
1712567995.050,1037,489
1712567996.053,1372,545
1712567997.057,1381,538
1712567998.069,1415,583
1712567999.071,1414,581
1712568000.073,1414,581
1712568001.075,1414,581
1712568002.077,1414,581
1712568003.079,1414,581
1712568004.081,1402,565
1712568005.083,1409,566
1712568006.085,1406,566
1712568007.087,1402,564
1712568008.089,1404,570
1712568009.091,935,445
1712568010.106,1002,461
1712568011.108,1106,530
1712568012.110,1194,556
1712568013.112,1194,556
1712568014.114,1194,556
1712568015.116,1194,556
1712568016.118,1035,639
1712568017.121,1149,590
1712568018.123,1149,590
1712568019.136,1149,590
1712568020.138,1149,590
1712568021.140,1149,590
1712568022.143,1149,590
1712568023.145,1149,590
1712568024.148,1015,597
1712568025.150,1001,615
1712568026.152,1001,615
1712568027.154,1001,615
1712568028.156,1001,615
1712568029.158,998,617
1712568030.169,998,617
1712568031.174,998,617
1712568032.177,998,617
1712568033.183,998,617
1712568034.196,998,617
1712568035.198,1005,603
1712568036.199,1002,613
1712568037.201,1002,613
1712568038.203,1002,613
1712568039.205,1002,613
1712568040.207,1002,613
1712568041.210,1002,613
1712568042.212,1070,576
1712568043.214,1198,465
1712568044.216,1232,458
1712568045.228,1194,466
1712568046.235,1168,465
1712568047.237,1168,465
1712568048.239,1213,533
1712568049.254,1320,611
1712568050.256,1103,620
1712568051.259,1362,649
1712568052.261,1362,649
1712568053.262,1362,649
1712568054.264,1362,649
1712568055.267,1362,649
1712568056.269,1362,649
1712568057.271,1174,739
1712568058.283,1036,738
1712568059.287,1305,768
1712568060.289,1322,766
1712568061.291,1339,831
1712568062.296,1059,783
1712568063.307,1199,731
1712568064.310,1115,697
1712568065.312,1070,671
1712568066.316,1065,660
1712568067.318,1066,660
1712568068.320,1114,725
1712568069.322,1254,766
1712568070.324,1241,765
1712568071.326,1272,772
1712568072.328,1414,734
1712568073.344,1414,734
1712568074.346,1414,734
1712568075.348,1414,734
1712568076.350,1414,734
1712568077.353,1414,734
1712568078.358,1414,734
1712568079.366,1414,734
1712568080.370,1414,734
1712568081.373,1414,734
1712568082.375,1414,734
1712568083.383,1418,674
1712568084.393,1314,687
1712568085.400,1440,694
1712568086.402,1264,697
1712568087.403,1380,836
1712568088.405,1380,836
1712568089.417,1380,836
1712568090.419,1199,533
1712568091.424,1221,536
1712568092.426,1175,535
1712568093.428,1206,645
1712568094.430,1219,636
1712568095.432,1218,640
1712568096.435,1160,652
1712568097.437,1160,672
1712568098.448,1248,689
1712568099.453,1248,689
1712568100.455,1248,689
1712568101.457,1248,689
1712568102.459,1248,689
1712568103.461,1254,717
1712568104.463,1231,703
1712568105.465,1064,849
1712568106.467,1476,818
1712568107.469,1466,837
1712568108.471,1222,690
1712568109.473,1296,813
1712568110.485,1294,774
1712568111.487,1332,883
1712568112.491,1314,862
1712568113.493,1303,813
1712568114.495,1296,819
1712568115.497,1309,886
1712568116.499,1292,895
1712568117.500,1247,861
1712568118.502,1174,862
1712568119.504,1187,862
1712568120.507,1395,909
1712568121.509,1389,901
1712568122.511,1370,921
1712568123.513,1413,941
1712568124.535,1413,940
1712568125.548,1310,838
1712568126.550,1317,891
1712568127.551,1395,889
1712568128.554,1395,889
1712568129.556,1395,889
1712568130.558,1395,889
1712568131.560,1395,889
1712568132.571,1395,889
1712568133.576,1395,889
1712568134.578,1395,889
1712568135.580,1377,876
1712568136.582,1339,946
1712568137.584,1342,955
1712568138.586,1333,956
1712568139.588,1327,927
1712568140.589,1331,905
1712568141.592,1332,903
1712568142.594,1331,928
1712568143.595,1334,952
1712568144.597,1333,976
1712568145.599,1333,972
1712568146.614,1337,975
1712568147.616,1342,976
1712568148.618,1342,964
1712568149.620,1347,961
1712568150.622,1391,997
1712568151.624,1418,1000
1712568152.626,1418,1000
1712568153.628,1243,692
1712568154.630,1276,715
1712568155.634,1276,715
1712568156.644,1276,715
1712568157.647,1276,715
1712568158.650,1276,715
1712568159.654,1276,715
1712568160.659,1276,715
1712568161.670,1294,710
1712568162.673,1284,718
1712568163.675,1291,723
1712568164.677,1501,923
1712568165.680,975,676
1712568166.681,1240,455
1712568167.683,1228,610
1712568168.686,1358,704
1712568169.691,1364,705
1712568170.714,1366,704
1712568171.716,1366,704
1712568172.735,1366,704
1712568173.738,1234,613
1712568174.740,1161,653
1712568175.743,1344,735
1712568176.744,1338,732
1712568177.748,1336,732
1712568178.757,1336,732
1712568179.770,1336,732
1712568180.775,1336,732
1712568181.793,1336,732
1712568182.811,1336,732
1712568183.830,1336,729
1712568184.832,1336,729
1712568185.834,1336,729
1712568186.851,1336,729
1712568187.858,1336,729
1712568188.880,1336,729
1712568189.882,1336,729
1712568190.889,1336,729
1712568191.891,1336,729
1712568192.893,1336,729
1712568193.896,1336,729
1712568194.908,1336,729
1712568195.915,1336,729
1712568196.928,1336,729
1712568197.931,1336,729
1712568198.944,1336,729
1712568199.946,1336,729
1712568200.960,1336,729
1712568201.977,1336,729
1712568202.980,1336,729
1712568204.004,1336,729
1712568205.023,1336,729
1712568206.033,1336,729
1712568207.056,1336,729
1712568208.073,1336,729
1712568209.076,1336,729
1712568210.092,1336,729
1712568211.094,1336,729
1712568212.108,1336,729
1712568213.109,1336,729
1712568214.111,1336,729
1712568215.119,1336,729
1712568216.121,1336,729
1712568217.123,1336,729
1712568218.139,1336,729
1712568219.161,1336,729
1712568220.174,1336,729
1712568221.176,1336,729
1712568222.177,1336,729
1712568223.195,1336,729
1712568224.210,1336,729
1712568225.211,1336,729
1712568226.213,1336,729
1712568227.215,1336,729
1712568228.218,1336,729
1712568229.246,1336,729
1712568230.256,1336,729
1712568231.270,1336,729
1712568232.272,1336,729
1712568233.284,1336,729
1712568234.289,1336,729
1712568235.302,1336,729
1712568236.303,1336,729
1712568237.320,1336,729
1712568238.322,1336,729
1712568239.324,1336,729
1712568240.344,1336,729
1712568241.367,1336,729
1712568242.375,1336,729
1712568243.384,1336,729
1712568244.396,1336,729
1712568245.409,1336,729
1712568246.411,1336,729
1712568247.413,1336,729
1712568248.419,1336,729
1712568249.437,1336,729
1712568250.439,1336,729
1712568251.462,1336,729
1712568252.464,1336,729
1712568253.473,1336,729
1712568254.475,1336,729
1712568255.477,1336,729
1712568256.484,1336,729
1712568257.498,1336,729
1712568258.500,1336,729
1712568259.502,1336,729
1712568260.507,1336,729
1712568261.509,1336,729
1712568262.513,1336,729
1712568263.522,1336,729
1712568264.532,1336,729
1712568265.546,1336,729
1712568266.553,1336,729
1712568267.566,1336,729
1712568268.567,1336,729
1712568269.569,1336,729
1712568270.572,1336,729
1712568271.589,1336,729
1712568272.591,1336,729
1712568273.598,1336,729
1712568274.600,1336,729
1712568275.602,1336,729
1712568276.604,1336,729
1712568277.606,1336,729
1712568278.608,1336,729
1712568279.620,1336,729
1712568280.627,1336,729
1712568281.637,1336,729
1712568282.639,1336,729
1712568283.650,1336,729
1712568284.653,1336,729
1712568285.655,1336,729
1712568286.657,1336,729
1712568287.665,1336,729
1712568288.666,1336,729
1712568289.675,1336,729
1712568290.677,1336,729
1712568291.678,1336,729
1712568292.680,1336,729
1712568293.684,1336,729
1712568294.686,1336,729
1712568295.697,1336,729
1712568296.699,1336,729
1712568297.726,1336,729
1712568298.743,1336,729
1712568299.744,1336,729
1712568300.760,1336,729
1712568301.778,1336,729
1712568302.780,1336,729
1712568303.784,1336,729
1712568304.799,1336,729
1712568305.815,1336,729
1712568306.827,1336,729
1712568307.832,1336,729
1712568308.833,1336,729
1712568309.835,1336,729
1712568310.837,1336,729
1712568311.845,1336,729
1712568312.847,1336,729
1712568313.849,1336,729
1712568314.854,1336,729
1712568315.857,1336,729
1712568316.860,1336,729
1712568317.876,1336,729
1712568318.879,1336,729
1712568319.883,1336,729
1712568320.890,1336,729
1712568321.909,1336,729
1712568322.911,1336,729
1712568323.915,1336,729
1712568324.916,1336,729
1712568325.918,1336,729
1712568326.931,1336,729
1712568327.943,1336,729
1712568328.953,1336,729
1712568329.968,1336,729
1712568330.970,1336,729
1712568331.980,1336,729
1712568332.982,1336,729
1712568333.994,1336,729
1712568335.009,1336,729
1712568336.012,1336,729
1712568337.032,1336,729
1712568338.054,1336,729
1712568339.056,1336,729
1712568340.079,1336,729
1712568341.091,1336,729
1712568342.093,1336,729
1712568343.095,1336,729
1712568344.111,1336,729
1712568345.128,1336,729
1712568346.142,1336,729
1712568347.143,1336,729
1712568348.145,1336,729
1712568349.157,1336,729
1712568350.158,1336,729
1712568351.171,1336,729
1712568352.188,1336,729
1712568353.193,1336,729
1712568354.208,1336,729
1712568355.209,1336,729
1712568356.215,1336,729
1712568357.217,1336,729
1712568358.230,1336,729
1712568359.232,1336,729
1712568360.234,1336,729
1712568361.238,1336,729
1712568362.262,1336,729
1712568363.274,1336,729
1712568364.292,1336,729
1712568365.294,1336,729
1712568366.315,1336,729
1712568367.333,1336,729
1712568368.335,1336,729
1712568369.354,1336,729
1712568370.365,1336,729
1712568371.373,1336,729
1712568372.378,1336,729
1712568373.380,1336,729
1712568374.393,1336,729
1712568375.408,1336,729
1712568376.409,1336,729
1712568377.411,1336,729
1712568378.416,1336,729
1712568379.421,1336,729
1712568380.422,1336,729
1712568381.442,1336,729
1712568382.444,1336,729
1712568383.459,1336,729
1712568384.461,1336,729
1712568385.474,1336,729
1712568386.475,1336,729
1712568387.479,1336,729
1712568388.481,1336,729
1712568389.489,1336,729
1712568390.499,1336,729
1712568391.501,1336,729
1712568392.511,1336,729
1712568393.513,1336,729
1712568394.515,1336,729
1712568395.524,1336,729
1712568396.525,1336,729
1712568397.534,1336,729
1712568398.544,1336,729
1712568399.546,1336,729
1712568400.551,1336,729
1712568401.552,1336,729
1712568402.555,1336,729
1712568403.579,1336,729
1712568404.587,1336,729
1712568405.589,1336,729
1712568406.591,1336,729
1712568407.593,1336,729
1712568408.595,1336,729
1712568409.605,1336,729
1712568410.607,1336,729
1712568411.611,1336,729
1712568412.619,1336,729
1712568413.621,1336,729
1712568414.630,1336,729
1712568415.649,1336,729
1712568416.664,1336,729
1712568417.674,1336,729
1712568418.685,1336,729
1712568419.704,1336,729
1712568420.721,1336,729
1712568421.723,1336,729
1712568422.725,1336,729
1712568423.732,1336,729
1712568424.734,1336,729
1712568425.740,1336,729
1712568426.743,1336,729
1712568427.745,1336,729
1712568428.747,1336,729
1712568429.749,1336,729
1712568430.752,1336,729
1712568431.761,1336,729
1712568432.776,1336,729
1712568433.789,1336,729
1712568434.795,1336,729
1712568435.812,1336,729
1712568436.814,1336,729
1712568437.835,1336,729
1712568438.837,1336,729
1712568439.841,1336,729
1712568440.843,1336,729
1712568441.854,1336,729
1712568442.857,1336,729
1712568443.865,1336,729
1712568444.876,1336,729
1712568445.896,1336,729
1712568446.900,1336,729
1712568447.902,1336,729
1712568448.915,1336,729
1712568449.935,1336,729
1712568450.953,1336,729
1712568451.958,1336,729
1712568452.971,1336,729
1712568453.973,1336,729
1712568454.980,1336,729
1712568455.982,1336,729
1712568456.984,1336,729
1712568457.986,1336,729
1712568459.003,1336,729
1712568460.013,1336,729
1712568461.016,1336,729
1712568462.019,1336,729
1712568463.021,1336,729
1712568464.034,1336,729
1712568465.036,1336,729
1712568466.038,1336,729
1712568467.046,1336,729
1712568468.048,1336,729
1712568469.053,1336,729
1712568470.069,1336,729
1712568471.072,1336,729
1712568472.086,1336,729
1712568473.088,1336,729
1712568474.102,1336,729
1712568475.103,1336,729
1712568476.106,1336,729
1712568477.107,1336,729
1712568478.117,1336,729
1712568479.119,1336,729
1712568480.121,1336,729
1712568481.132,1336,729
1712568482.138,1336,729
1712568483.140,1336,729
1712568484.149,1344,482
1712568485.153,1318,521
1712568486.155,1464,1049
1712568487.157,1381,951
1712568488.165,1381,951
1712568489.180,1381,951
1712568490.186,1126,694
1712568491.188,1256,697
